"","state","state_name","county","fips_code","total_hh","total_population","total_multi_gen","total_hispanic","total_black","total_asian","total_non_white","total_white","total_hispanic_multigen","total_black_multigen","total_asian_multigen","total_non_white_multigen","total_white_multigen","multi_gen_pct","hispanic_multigen_pct","black_multigen_pct","asian_multigen_pct","non_white_multigen","white_multigen"
"546","TX","Texas","Refugio County","48391",3446.652,8154.828,645.876,1319.868,49.5,21.12,1420.188,1435.17,388.476,16.17,6.006,412.566,233.31,0.187392286775688,0.294329432943294,0.326666666666667,0.284375,0.290500975927131,0.162566107151069
"547","AZ","Arizona","Maricopa County","04013",1606830,4060192,300767,341882,83819,61846,535366,1016729,108794,18244,13053,149842,150925,0.187180348885694,0.318220906628603,0.21765948054737,0.211056495165411,0.279887030554798,0.148441718491358
"548","AL","Alabama","Marshall County","01095",38026.44,94587.51,7116.84,2774.55,1078.02,207.495,4746.15,32298.465,624.075,186.03,76.32,1028.73,6088.11,0.187155042649272,0.224928366762178,0.172566371681416,0.367816091954023,0.216750418760469,0.188495335614247
"549","NC","North Carolina","Catawba County","37035",64761,150527,12117,4104,4930,1669,11244,50937,950,1414,372,2886,9231,0.187103349237967,0.231481481481481,0.286815415821501,0.222887956860395,0.25667022411953,0.181223864774133
"550","GA","Georgia","Berrien County","13019",7990.632,18679.752,1494.948,353.808,2189.148,33.54,2658.24,4830.228,70.98,484.068,12.948,582.504,912.444,0.18708757955566,0.200617283950617,0.221121641844224,0.386046511627907,0.219131455399061,0.188902884087459
"551","GA","Georgia","Brooks County","13027",7068.636,16524.396,1322.454,312.984,1936.554,29.67,2351.52,4272.894,62.79,428.214,11.454,515.292,807.162,0.18708757955566,0.200617283950617,0.221121641844224,0.386046511627907,0.219131455399061,0.188902884087459
"552","GA","Georgia","Irwin County","13155",3687.984,8621.424,689.976,163.296,1010.376,15.48,1226.88,2229.336,32.76,223.416,5.976,268.848,421.128,0.18708757955566,0.200617283950617,0.221121641844224,0.386046511627907,0.219131455399061,0.188902884087459
"553","GA","Georgia","Tift County","13277",15059.268,35204.148,2817.402,666.792,4125.702,63.21,5009.76,9103.122,133.77,912.282,24.402,1097.796,1719.606,0.18708757955566,0.200617283950617,0.221121641844224,0.386046511627907,0.219131455399061,0.188902884087459
"554","GA","Georgia","Turner County","13287",3534.318,8262.198,661.227,156.492,968.277,14.835,1175.76,2136.447,31.395,214.107,5.727,257.646,403.581,0.18708757955566,0.200617283950617,0.221121641844224,0.386046511627907,0.219131455399061,0.188902884087459
"555","GA","Georgia","Ben Hill County","13017",7273.524,17003.364,1360.786,322.056,1992.686,30.53,2419.68,4396.746,64.61,440.626,11.786,530.228,830.558,0.18708757955566,0.200617283950617,0.221121641844224,0.386046511627907,0.219131455399061,0.188902884087459
"556","GA","Georgia","Cook County","13075",6658.86,15566.46,1245.79,294.84,1824.29,27.95,2215.2,4025.19,59.15,403.39,10.79,485.42,760.37,0.18708757955566,0.200617283950617,0.221121641844224,0.386046511627907,0.219131455399061,0.188902884087459
"557","VA","Virginia","Virginia Beach city","51810",180578,440032,33772,10111,31829,10231,56994,113790,2251,8822,3177,14918,18854,0.187021674844112,0.222628820096924,0.277168619812121,0.310526830221875,0.261746850545671,0.165691185517181
"558","TX","Texas","Bowie County","48037",37812.32,85951.32,7068.88,1129.128,7618.52,285.376,9627.072,23868.208,216.216,1729,35.672,2063.88,5005,0.186946476703889,0.191489361702128,0.226946966077401,0.125,0.214382940108893,0.209693161715366
"559","TX","Texas","Cass County","48067",14127.68,32113.68,2641.12,421.872,2846.48,106.624,3596.928,8917.792,80.784,646,13.328,771.12,1870,0.186946476703889,0.191489361702128,0.226946966077401,0.125,0.214382940108893,0.209693161715366
"560","TN","Tennessee","Giles County","47055",12566.96,29024.24,2349.2,143.36,488.88,42,824.88,10771.04,19.6,106.12,13.16,171.64,2177.56,0.186934628581614,0.13671875,0.217067583046964,0.313333333333333,0.208078750848608,0.202168035769991
"561","TN","Tennessee","Perry County","47135",4174.026,9640.194,780.27,47.616,162.378,13.95,273.978,3577.524,6.51,35.247,4.371,57.009,723.261,0.186934628581614,0.13671875,0.217067583046964,0.313333333333333,0.208078750848608,0.202168035769991
"562","TN","Tennessee","Wayne County","47181",6642.536,15341.384,1241.72,75.776,258.408,22.2,436.008,5693.264,10.36,56.092,6.956,90.724,1150.996,0.186934628581614,0.13671875,0.217067583046964,0.313333333333333,0.208078750848608,0.202168035769991
"563","TN","Tennessee","Lawrence County","47099",16516.576,38146.144,3087.52,188.416,642.528,55.2,1084.128,14156.224,25.76,139.472,17.296,225.584,2861.936,0.186934628581614,0.13671875,0.217067583046964,0.313333333333333,0.208078750848608,0.202168035769991
"564","TN","Tennessee","Lewis County","47101",4981.902,11506.038,931.29,56.832,193.806,16.65,327.006,4269.948,7.77,42.069,5.217,68.043,863.247,0.186934628581614,0.13671875,0.217067583046964,0.313333333333333,0.208078750848608,0.202168035769991
"565","MS","Mississippi","Harrison County","28047",83162,196195,15520,3331,18949,1880,25810,52293,669,4349,436,5649,9871,0.186623698323754,0.200840588411888,0.229510792126234,0.231914893617021,0.218868655559861,0.188763314401545
"566","VA","Virginia","Dinwiddie County","51053",11826.653,25453.782,2206.949,362.984,4512.494,124.03,5112.705,4870.925,56.52,1179.541,19.154,1275.782,931.167,0.186608079225796,0.155709342560554,0.261394474984343,0.154430379746835,0.249531705819131,0.191168412570508
"567","VA","Virginia","Greensville County","51081",4218.424,9079.056,787.192,129.472,1609.552,44.24,1823.64,1737.4,20.16,420.728,6.832,455.056,332.136,0.186608079225796,0.155709342560554,0.261394474984343,0.154430379746835,0.249531705819131,0.191168412570508
"568","VA","Virginia","Surry County","51181",3540.463,7619.922,660.679,108.664,1350.874,37.13,1530.555,1458.175,16.92,353.111,5.734,381.922,278.757,0.186608079225796,0.155709342560554,0.261394474984343,0.154430379746835,0.249531705819131,0.191168412570508
"569","VA","Virginia","Sussex County","51183",4896.385,10538.19,913.705,150.28,1868.23,51.35,2116.725,2016.625,23.4,488.345,7.93,528.19,385.515,0.186608079225796,0.155709342560554,0.261394474984343,0.154430379746835,0.249531705819131,0.191168412570508
"570","VA","Virginia","Colonial Heights city","51570",8135.532,17509.608,1518.156,249.696,3104.136,85.32,3517.02,3350.7,38.88,811.404,13.176,877.608,640.548,0.186608079225796,0.155709342560554,0.261394474984343,0.154430379746835,0.249531705819131,0.191168412570508
"571","VA","Virginia","Emporia city","51595",2636.515,5674.41,491.995,80.92,1005.97,27.65,1139.775,1085.875,12.6,262.955,4.27,284.41,207.585,0.186608079225796,0.155709342560554,0.261394474984343,0.154430379746835,0.249531705819131,0.191168412570508
"572","VA","Virginia","Hopewell city","51670",10546.06,22697.64,1967.98,323.68,4023.88,110.6,4559.1,4343.5,50.4,1051.82,17.08,1137.64,830.34,0.186608079225796,0.155709342560554,0.261394474984343,0.154430379746835,0.249531705819131,0.191168412570508
"573","VA","Virginia","Petersburg city","51730",16949.025,36478.35,3162.825,520.2,6466.95,177.75,7327.125,6980.625,81,1690.425,27.45,1828.35,1334.475,0.186608079225796,0.155709342560554,0.261394474984343,0.154430379746835,0.249531705819131,0.191168412570508
"574","VA","Virginia","Prince George County","51149",12504.614,26912.916,2333.462,383.792,4771.172,131.14,5405.79,5150.15,59.76,1247.158,20.252,1348.916,984.546,0.186608079225796,0.155709342560554,0.261394474984343,0.154430379746835,0.249531705819131,0.191168412570508
"575","WV","West Virginia","Braxton County","54007",5900.496,13429.592,1099.016,36.584,17.544,6.8,136.136,5433.336,3.4,0,0,13.6,1085.416,0.186258239985249,0.0929368029739777,0,0,0.0999000999000999,0.199769717904433
"576","WV","West Virginia","Calhoun County","54013",3167.178,7208.531,589.913,19.637,9.417,3.65,73.073,2916.423,1.825,0,0,7.3,582.613,0.186258239985249,0.0929368029739777,0,0,0.0999000999000999,0.199769717904433
"577","WV","West Virginia","Jackson County","54035",10586.184,24094.268,1971.764,65.636,31.476,12.2,244.244,9748.044,6.1,0,0,24.4,1947.364,0.186258239985249,0.0929368029739777,0,0,0.0999000999000999,0.199769717904433
"578","WV","West Virginia","Ritchie County","54085",4642.302,10565.929,864.667,28.783,13.803,5.35,107.107,4274.757,2.675,0,0,10.7,853.967,0.186258239985249,0.0929368029739777,0,0,0.0999000999000999,0.199769717904433
"579","WV","West Virginia","Roane County","54087",5857.11,13330.845,1090.935,36.315,17.415,6.75,135.135,5393.385,3.375,0,0,13.5,1077.435,0.186258239985249,0.0929368029739777,0,0,0.0999000999000999,0.199769717904433
"580","WV","West Virginia","Tyler County","54095",3991.512,9084.724,743.452,24.748,11.868,4.6,92.092,3675.492,2.3,0,0,9.2,734.252,0.186258239985249,0.0929368029739777,0,0,0.0999000999000999,0.199769717904433
"581","WV","West Virginia","Gilmer County","54021",2733.318,6221.061,509.103,16.947,8.127,3.15,63.063,2516.913,1.575,0,0,6.3,502.803,0.186258239985249,0.0929368029739777,0,0,0.0999000999000999,0.199769717904433
"582","WV","West Virginia","Wetzel County","54103",6507.9,14812.05,1212.15,40.35,19.35,7.5,150.15,5992.65,3.75,0,0,15,1197.15,0.186258239985249,0.0929368029739777,0,0,0.0999000999000999,0.199769717904433
"583","MA","Massachusetts","Norfolk County","25021",284110.698,690011.614,52912.158,8353.025,17714.584,24042.493,55316.729,208537.131,2088.051,5418.186,6442.733,15306.003,37606.155,0.186237823399385,0.249975428063486,0.305860188418763,0.267972751411428,0.276697542980172,0.180333136931859
"584","LA","Louisiana","St. Landry Parish","22097",32096.43,76535.841,5976.87,345.992,10832.102,34.032,11554.573,18688.531,57.429,2317.721,7.799,2545.31,3431.56,0.186216037110669,0.165983606557377,0.213967796832046,0.229166666666667,0.220285942197951,0.183618498425585
"585","LA","Louisiana","Evangeline Parish","22039",13173.57,31413.159,2453.13,142.008,4445.898,13.968,4742.427,7670.469,23.571,951.279,3.201,1044.69,1408.44,0.186216037110669,0.165983606557377,0.213967796832046,0.229166666666667,0.220285942197951,0.183618498425585
"586","KY","Kentucky","Boone County","21015",48063,128638,8950,1165,1632,908,4348,42649,296,350,268,974,7976,0.186213927553419,0.254077253218884,0.214460784313725,0.295154185022026,0.224011039558418,0.187014935871884
"587","NC","North Carolina","Wayne County","37191",51379,119964,9558,4012,14994,564,20467,27850,914,3551,93,4787,4771,0.186029311586446,0.227816550348953,0.236828064559157,0.164893617021277,0.233888698881126,0.171310592459605
"588","TX","Texas","Limestone County","48293",9209.2,21831.81,1710.995,1238.523,1026.74,78.221,2476.474,5799.651,447.733,227.942,15.444,709.423,1001.572,0.185791925465839,0.361505599815264,0.222005571030641,0.197440585009141,0.286464949763252,0.172695219074389
"589","TX","Texas","Navarro County","48349",17710,41984.25,3290.375,2381.775,1974.5,150.425,4762.45,11153.175,861.025,438.35,29.7,1364.275,1926.1,0.185791925465839,0.361505599815264,0.222005571030641,0.197440585009141,0.286464949763252,0.172695219074389
"590","TX","Texas","Bosque County","48035",8436.4,19999.77,1567.415,1134.591,940.58,71.657,2268.658,5312.967,410.161,208.814,14.148,649.891,917.524,0.185791925465839,0.361505599815264,0.222005571030641,0.197440585009141,0.286464949763252,0.172695219074389
"591","TX","Texas","Falls County","48145",6762,16030.35,1256.325,909.405,753.9,57.435,1818.39,4258.485,328.755,167.37,11.34,520.905,735.42,0.185791925465839,0.361505599815264,0.222005571030641,0.197440585009141,0.286464949763252,0.172695219074389
"592","TX","Texas","Freestone County","48161",8114.4,19236.42,1507.59,1091.286,904.68,68.922,2182.068,5110.182,394.506,200.844,13.608,625.086,882.504,0.185791925465839,0.361505599815264,0.222005571030641,0.197440585009141,0.286464949763252,0.172695219074389
"593","TX","Texas","Hill County","48217",14103.6,33434.73,2620.335,1896.759,1572.42,119.793,3792.642,8881.983,685.689,349.086,23.652,1086.459,1533.876,0.185791925465839,0.361505599815264,0.222005571030641,0.197440585009141,0.286464949763252,0.172695219074389
"594","SC","South Carolina","Spartanburg County","45083",124482,292277,23125,6080,23199,2088,32984,83662,1206,5795,958,8366,14759,0.18576983017625,0.198355263157895,0.24979524979525,0.458812260536398,0.253638127577007,0.176412230164232
"595","OH","Ohio","Carroll County","39019",13245.876,31576.608,2460.528,81.396,315,24.948,560.196,11935.98,30.996,82.404,0,142.884,2317.644,0.185758042729677,0.380804953560371,0.2616,0,0.255060728744939,0.194172912488124
"596","NC","North Carolina","Rowan County","37159",57345,134099,10633,3136,7970,426,12245,40597,1009,1847,240,3288,7345,0.185421571191909,0.321747448979592,0.231744040150565,0.563380281690141,0.26851776235198,0.180924698869375
"597","CT","Connecticut","Hartford County","09003",376091,857264,69701,49649,44237,16316,116457,233952,12672,12183,2816,28920,40781,0.185330146161434,0.255231726721586,0.275402943237561,0.172591321402304,0.248332002369973,0.174313534400219
"598","AL","Alabama","Etowah County","01055",40263,90722,7461,769,5931,239,7558,31384,60,1512,27,1723,5738,0.185306609045526,0.0780234070221066,0.254931714719272,0.112970711297071,0.22797036252977,0.182832016314045
"599","TX","Texas","Calhoun County","48057",10101.356,25109.552,1871.724,3813.964,524.844,168.116,4608.428,5112.044,945.012,114.436,23.18,1088.972,782.752,0.185294330780937,0.247776853688184,0.218038121803812,0.137880986937591,0.236300100598295,0.153119182855234
"600","TX","Texas","Victoria County","48469",31297.644,77798.448,5799.276,11817.036,1626.156,520.884,14278.572,15838.956,2927.988,354.564,71.82,3374.028,2425.248,0.185294330780937,0.247776853688184,0.218038121803812,0.137880986937591,0.236300100598295,0.153119182855234
"601","KY","Kentucky","Bourbon County","21017",8974.945,22084.853,1662.969,242.305,407.008,36.708,822.066,7751.345,31.717,101.752,16.583,168.889,1494.08,0.185290160552516,0.130897009966777,0.25,0.451754385964912,0.205444575009792,0.192751064492678
"602","KY","Kentucky","Scott County","21209",19399.26,47736.204,3594.492,523.74,879.744,79.344,1776.888,16754.46,68.556,219.936,35.844,365.052,3229.44,0.185290160552516,0.130897009966777,0.25,0.451754385964912,0.205444575009792,0.192751064492678
"603","KY","Kentucky","Clark County","21049",15775.835,38819.959,2923.107,425.915,715.424,64.524,1444.998,13625.035,55.751,178.856,29.149,296.867,2626.24,0.185290160552516,0.130897009966777,0.25,0.451754385964912,0.205444575009792,0.192751064492678
"604","KY","Kentucky","Harrison County","21097",8250.26,20301.604,1528.692,222.74,374.144,33.744,755.688,7125.46,29.156,93.536,15.244,155.252,1373.44,0.185290160552516,0.130897009966777,0.25,0.451754385964912,0.205444575009792,0.192751064492678
"605","KY","Kentucky","Nicholas County","21181",3288.955,8093.207,609.411,88.795,149.152,13.452,301.254,2840.555,11.623,37.288,6.077,61.891,547.52,0.185290160552516,0.130897009966777,0.25,0.451754385964912,0.205444575009792,0.192751064492678
"606","TN","Tennessee","Wilson County","47189",51410,134269,9523,1328,3164,490,5804,43849,217,1087,161,1584,7939,0.185236335343318,0.163403614457831,0.343552465233881,0.328571428571429,0.272915230875258,0.181053159707177
"607","TN","Tennessee","Roane County","47145",23086.726,54073.11,4274.049,620.919,404.898,127.803,1506.115,20946.874,140.998,101.79,26.767,303.485,3970.564,0.185130147947353,0.227079538554948,0.251396648044693,0.209439528023599,0.201501877346683,0.189554011734639
"608","TN","Tennessee","Loudon County","47105",19473.684,45610.74,3605.166,523.746,341.532,107.802,1270.41,17668.716,118.932,85.86,22.578,255.99,3349.176,0.185130147947353,0.227079538554948,0.251396648044693,0.209439528023599,0.201501877346683,0.189554011734639
"609","TN","Tennessee","Monroe County","47123",18677.59,43746.15,3457.785,502.335,327.57,103.395,1218.475,16946.41,114.07,82.35,21.655,245.525,3212.26,0.185130147947353,0.227079538554948,0.251396648044693,0.209439528023599,0.201501877346683,0.189554011734639
"610","TX","Texas","Collin County","48085",345409,943166,63945,38693,33742,46107,126523,215001,10937,6871,9554,28792,35153,0.185128355080499,0.282660946424418,0.203633453855729,0.207213655193355,0.227563367925199,0.163501565108999
"611","SC","South Carolina","Anderson County","45007",79176,188538,14651,2033,12408,526,15747,61059,524,2898,247,3837,10814,0.185043447509346,0.257747171667486,0.233558994197292,0.46958174904943,0.243665460087636,0.177107387936258
"612","GA","Georgia","Richmond County","13245",81382,174216,15058,2269,39062,1434,44220,27180,432,9985,312,10877,4181,0.185028630409673,0.190392243278978,0.255619271926681,0.217573221757322,0.245974672094075,0.153826342899191
"613","OH","Ohio","Vinton County","39163",5576.678,13699.356,1031.264,34.036,53.734,10.184,188.672,5193.438,6.834,5.494,5.226,40.066,991.198,0.184924429920465,0.200787401574803,0.102244389027431,0.513157894736842,0.212357954545455,0.19085584539567
